Name / Description,Rating,"<img src=""https://s5.postimg.cc/gn6oq7t3b/g_cont.png"" width=""20"" height=""20"" title=""Game Tutorial Relates to!"">",Src / Author
"[tut_desc name=""The unofficial Half-Life MOD FAQ"" desc=""botmans unofficial Half-Life MOD FAQ"" link=""http://hpb-bot.bots-united.com/mod_faq.html"" home=0 /]","[kkratings id=""394710""]",[HL],"[author name=""botman"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Building the SDK"" desc=""botmans article on Building the SDK"" link=""http://hpb-bot.bots-united.com/building.html"" home=0 /]","[kkratings id=""394711""]",[HL],"[author name=""botman"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Overview of Half-Life Entities on Half-Life Editing Resource Center"" desc=""Overview of Half-Life Entities on Half-Life Editing Resource Center"" link=""http://web.archive.org/web/http://www.halflife.gamedesign.net/tutorials.shtml"" home=0 /]","[kkratings id=""394712""]",[HL],"[author name=""HERC"" alt=""herc"" img=""https://s5.postimg.cc/8b4jt9n2b/herc.png""]"
"[tut_desc name=""Half-Life Cheats"" desc=""Half-Life Cheats"" link=""http://web.archive.org/web/http://halflife.gamedesign.net/resources/cheat.shtml"" home=0 /]","[kkratings id=""394713""]",[HL],"[author name=""HERC"" alt=""herc"" img=""https://s5.postimg.cc/8b4jt9n2b/herc.png""]"
"[tut_desc name=""Accessing the Half-Life Console"" desc=""Accessing the Half-Life Console"" link=""http://web.archive.org/web/http://halflife.gamedesign.net/resources/console.shtml"" home=0 /]","[kkratings id=""394714""]",[HL],"[author name=""HERC"" alt=""herc"" img=""https://s5.postimg.cc/8b4jt9n2b/herc.png""]"
"[tut_desc name=""Half-Life Editing Tips"" desc="" Read it! Whether you've been mapping 'forever' or just starting out, there's probably something for you here."" link=""http://web.archive.org/web/http://www.halflife.gamedesign.net/resources/hltips.shtml"" home=0 /]","[kkratings id=""394715""]",[HL],"[author name=""Dave Johnson"" alt=""herc"" img=""https://s5.postimg.cc/8b4jt9n2b/herc.png""]"
"[tut_desc name=""Frequently Asked Questions"" desc=""The majority of email received by Worldcraft support is from people experiencing many of the same problems. The most common problems are listed here."" link=""http://web.archive.org/web/http://halflife.gamedesign.net/resources/faq.shtml"" home=0 /]","[kkratings id=""394716""]",[HL],"[author name=""Dave Johnson"" alt=""herc"" img=""https://s5.postimg.cc/8b4jt9n2b/herc.png""]"
"[tut_desc name=""Glossary of Editing Terms"" desc=""Confused by an editing term that you've seen? Check here for its meaning."" link=""http://web.archive.org/web/http://halflife.gamedesign.net/resources/glossary.shtml"" home=0 /]","[kkratings id=""394717""]",[HL],"[author name=""HERC"" alt=""herc"" img=""https://s5.postimg.cc/8b4jt9n2b/herc.png""]"
"[tut_desc name=""Framerates And R_Speeds"" desc=""an indepth look at the issue of r_speeds and framerate, using two popular multiplayer maps as testing grounds. This is a must read for new level designers."" link=""http://web.archive.org/web/http://halflife.gamedesign.net/resources/fpschart.shtml"" home=0 /]","[kkratings id=""394718""]",[HL],"[author name=""Phil Daniels"" alt=""herc"" img=""https://s5.postimg.cc/8b4jt9n2b/herc.png""]"
"[tut_desc name=""Rendering Properties"" desc=""Most brush-based and model-based (monsters, etc) point entities allow you to set their rendering properties. "" link=""http://web.archive.org/web/http://halflife.gamedesign.net/resources/renderproperties.shtml"" home=0 /]","[kkratings id=""394719""]",[HL],"[author name=""HERC"" alt=""herc"" img=""https://s5.postimg.cc/8b4jt9n2b/herc.png""]"
"[tut_desc name=""Making your MOD name show up on Team Play games"" desc=""Making your MOD name show up on Team Play games"" link=""http://web.archive.org/web/20040804040300/http://www.planethalflife.com/hlprogramming/tutorial.asp?i=63"" home=0 /]","[kkratings id=""394720""]",[HL],"[author name=""BIGman10in"" alt=""hlp"" img=""https://s5.postimg.cc/66l3uxjb7/hlp.png""]"
"[tut_desc name=""How to use GCFScape "" desc=""In this tutorial I will tell you how to extract the .wad file from the .gcf files used by Steam."" link=""http://web.archive.org/web/20040804040300/http://www.planethalflife.com/hlprogramming/tutorial.asp?i=63"" home=0 /]","[kkratings id=""394721""]",[game_multi],"[author name=""Naigel"" alt=""egirdk"" img=""https://s5.postimg.cc/c8t74sooz/egirdk.png""]"
"[tut_desc name=""Mod FAQ (German) "" desc=""FAQ on the MOD SDK written in German"" link=""http://web.archive.org/web/20070418000556/http://www.resourcecode.de/index.php?section=19"" home=0 /]","[kkratings id=""394722""]",[HL],"[author name=""resource code"" alt=""resourcecode"" img=""https://s5.postimg.cc/93rxnu9z7/resourcecode.png""]"
"[tut_desc name=""Rust Entity Guide"" desc=""Rust Entity Guide"" link=""http://web.archive.org/web/20070112203228/http://www.gamedesign.net/node/33#guide"" home=0 /]","[kkratings id=""394723""]",[HL],"[author name=""Andy"" alt=""rust"" img=""https://s5.postimg.cc/77imzcj5v/rust.png""]"
"[tut_desc name=""HOW TO PREPARE A MAP FOR DISTRIBUTION"" desc=""This tutorial will explain how to prepare a .zip file for your map for distribution or testing. "" link=""http://web.archive.org/web/http://www.game-edit.org/tutorials/general/map_zip/map_zip.html"" home=0 /]","[kkratings id=""394724""]",[HL],"[author name=""snowdog"" alt=""doe"" img=""https://s5.postimg.cc/4a8n2cuf7/doe.png""]"
"[tut_desc name=""Tips on Mapping"" desc=""Scroll down to uncover a list of useful tips on Half-Life Mapping"" link=""http://web.archive.org/web/20030219023548/http://www.megaone.com/nem/resources.html"" home=0 /]","[kkratings id=""394725""]",[HL],"[author name=""Ryan Greg"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Editing skill.cfg"" desc=""The skill.cfg file defines the amount of health, the weapon strength of a monster, and the player's weapon strengths."" link=""http://web.archive.org/web/20081003012635/http://www.vlatitude.com/tutorials.php?tutID=38"" home=0 /]","[kkratings id=""394726""]",[HL],"[author name=""Brian"" alt=""vlatitude"" img=""https://s5.postimg.cc/o6iv6hwjn/vlatitude.png""]"
"[tut_desc name=""Exploiting the Custom Game menu"" desc=""This tutorial teaches how to add your MOD to the ""Custom Game"" menu in Half-Life. This is a must for releasing any serious package."" link=""http://web.archive.org/web/20081003012707/http://www.vlatitude.com/tutorials.php?tutID=43"" home=0 /]","[kkratings id=""394727""]",[HL],"[author name=""ArchVile"" alt=""vlatitude"" img=""https://s5.postimg.cc/o6iv6hwjn/vlatitude.png""]"
"[tut_desc name=""Custom Menu Art for your MOD"" desc=""A complete tutorial on creating a custom menu for your MOD. This one covers every aspect of creating and integrating custom graphics into your own custom menu. "" link=""http://web.archive.org/web/20081003012733/http://www.vlatitude.com/tutorials.php?tutID=48"" home=0 /]","[kkratings id=""394728""]",[HL],"[author name=""ArchVile"" alt=""vlatitude"" img=""https://s5.postimg.cc/o6iv6hwjn/vlatitude.png""]"
"[tut_desc name=""Terms and tips for more successful mapping - Part 1"" desc=""Terms and tips for more successful mapping"" link=""http://web.archive.org/web/20031018034541/http://www.planethalflife.com/chaincraft/resources/explanations1.htm"" home=0 /]","[kkratings id=""394729""]",[HL],"[author name=""Chaincraft"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Terms and tips for more successful mapping - Part 2"" desc=""Terms and tips for more successful mapping"" link=""http://web.archive.org/web/20031204164427/http://www.planethalflife.com/chaincraft/resources/explanations2.htm"" home=0 /]","[kkratings id=""394730""]",[HL],"[author name=""Chaincraft"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Terms and tips for more successful mapping - Part 3"" desc=""Terms and tips for more successful mapping"" link=""http://web.archive.org/web/20031204165304/http://www.planethalflife.com/chaincraft/resources/explanations3.htm"" home=0 /]","[kkratings id=""394731""]",[HL],"[author name=""Chaincraft"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Terms and tips for more successful mapping - Part 4"" desc=""Terms and tips for more successful mapping"" link=""http://web.archive.org/web/20031204171331/http://www.planethalflife.com/chaincraft/resources/explanations4.htm"" home=0 /]","[kkratings id=""394732""]",[HL],"[author name=""Chaincraft"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Hotkeys For Worldcraft(VHE)"" desc=""Hotkeys For Worldcraft(VHE)"" link=""http://web.archive.org/web/20151029143322/http://www.slackiller.com/tutorials/tutorials/hotkeys.htm"" home=0 /]","[kkratings id=""394733""]",[HL],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Mapping Tips"" desc=""Mapping Tips from Eyeronik"" link=""http://web.archive.org/web/20151029143602/http://www.slackiller.com/tutorials/tutorials/maptips.htm"" home=0 /]","[kkratings id=""394734""]",[HL],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""How To Install Maps"" desc=""How To Install Maps"" link=""http://web.archive.org/web/20151029160214/http://www.slackiller.com/New%20Tuts/how_to_install.html"" home=0 /]","[kkratings id=""394735""]",[CS],"[author name=""Eyeronik"" alt=""eyeronik"" img=""https://s5.postimg.cc/7sbwqmxhf/eyeronik.png""]"
"[tut_desc name=""Detail versus Design"" desc=""2 part theory explaining detail versus design in map making"" link=""http://web.archive.org/web/20050310202011/http://www.planethalflife.com/davej/detail_versus_design.htm"" home=0 /]","[kkratings id=""394736""]",[game_multi],"[author name=""David Johnston"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Half-Life Console Commands: In-Game Controls"" desc=""Half-Life Console Commands"" link=""http://web.archive.org/web/20041223173940/http://www.planethalflife.com/half-life/console/"" home=0 /]","[kkratings id=""394737""]",[game_multi],"[author name=""Planet Half-Life"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Commands @ Command Center"" desc=""Half-Life Console Commands"" link=""http://web.archive.org/web/20000818202120/http://www.planethalflife.com/commands/commands/index.shtml"" home=0 /]","[kkratings id=""394738""]",[game_multi],"[author name=""Command Center"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Server How-To @ Command Center"" desc=""Tips and Tricks for setting up a half-life server"" link=""http://web.archive.org/web/20000818043034/http://planethalflife.com/commands/howto.shtml"" home=0 /]","[kkratings id=""394739""]",[game_multi],"[author name=""Command Center"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Half-Life Multiplayer Help and Tweaking"" desc=""Half-Life Multiplayer Help and Tweaking"" link=""http://web.archive.org/web/20000226062428/http://halflife.pcgame.com/multi.html"" home=0 /]","[kkratings id=""394740""]",[game_multi],"[author name=""I am Half-Life"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Half-Life Console Commands and Variables"" desc=""Half-Life Console Commands and Variables"" link=""http://web.archive.org/web/20000301050414/http://halflife.pcgame.com/console/tweaks.html"" home=0 /]","[kkratings id=""394741""]",[game_multi],"[author name=""I am Half-Life"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Half-Life Console Help Index"" desc=""Half-Life Console Help Index"" link=""http://web.archive.org/web/20000229203416/http://halflife.pcgame.com/console/index.html"" home=0 /]","[kkratings id=""394742""]",[game_multi],"[author name=""I am Half-Life"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Half-Life Aliases and Scripts"" desc=""Half-Life Aliases and Scripts"" link=""http://web.archive.org/web/20010813050131/http://halflife.pcgame.com/console/alias.html"" home=0 /]","[kkratings id=""394743""]",[game_multi],"[author name=""I am Half-Life"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Porting GoldSrc to Linux"" desc=""Collection of tutorials on getting your mod working on Linux"" link=""http://web.archive.org/web/20041210111242/http://www.planethalflife.com/tuxportal/index.shtml"" home=0 /]","[kkratings id=""394744""]",[game_multi],"[author name=""TuxPortal"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""General Worldcraft/Hammer Tips"" desc=""General Worldcraft/Hammer Tips"" link=""http://web.archive.org/web/20030302191438/http://www.planethalflife.com/yak/articles/index.htm"" home=0 /]","[kkratings id=""394745""]",[game_multi],"[author name=""yak"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Useful console commands"" desc=""This tutorial explains the use of some specific console commands mostly used for mapping and debugging."" link=""http://web.archive.org/web/20050409190318/http://www.tdcom.net/lacos/?section=2&amp;subsection=5"" home=0 /]","[kkratings id=""394746""]",[game_multi],"[author name=""lacos"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Long compile times and tips to improve them"" desc=""This tutorial is made to give a starting mapper some information about compile times and ideas how to improve them."" link=""http://web.archive.org/web/20050307090906/http://www.tdcom.net/lacos/?section=2&amp;subsection=6"" home=0 /]","[kkratings id=""394747""]",[game_multi],"[author name=""lacos"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Common errors and problems in HL mapping"" desc=""Common errors and problems in HL mapping"" link=""http://web.archive.org/web/20041205201924/http://www.tdcom.net/lacos/?section=2&amp;subsection=10"" home=0 /]","[kkratings id=""394748""]",[game_multi],"[author name=""lacos"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Advanced Half-Life editing FAQ"" desc=""Advanced Half-Life editing FAQ"" link=""http://web.archive.org/web/20010505231645/http://vibrants.dk/jchq/faq/errors.htm"" home=0 /]","[kkratings id=""394749""]",[HL],"[author name=""jch"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""General Half-Life Cmds &amp; Cvars"" desc=""General Half-Life Cmds &amp; Cvars"" link=""http://web.archive.org/web/20021216211327/http://server.counter-strike.net/gencmd.html"" home=0 /]","[kkratings id=""394750""]",[HL],"[author name=""counter-server"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""Using RESGEN to make a .RES file for your map""  desc=""Res files are a very useful extra you can build for your map. They contain a list of all the 'extras' your map contains, like sounds, maps, wads, etc"" link=""http://web.archive.org/web/20041009205732/http://countermap.counter-strike.net/Tutorials/tutorial.php?id=41"" home=0 /]","[kkratings id=""394751""]",[CS],"[author name=""Waldo"" alt=""counter-map"" img=""https://s5.postimg.cc/w4mxj05j7/counter_map.png""]"
"[tut_desc name=""Introduction to Notepad for mappers""  desc=""Have you ever seen l33t mappers say they only map with Notepad?"" link=""http://web.archive.org/web/20041119023338/http://countermap.counter-strike.net/Tutorials/tutorial.php?id=40"" home=0 /]","[kkratings id=""394752""]",[CS],"[author name=""MaryBeth"" alt=""counter-map"" img=""https://s5.postimg.cc/w4mxj05j7/counter_map.png""]"
"[tut_desc name=""Where is Poppy – Setting up a GoldSrc Mod""  desc=""In this, the first part in the 'Where is Poppy' modding tutorial series i highlight the steps required for setting up your GoldSrc Mod for its first run."" link=""http://www.sourcemodding.com/tutorials/goldsrc/projects/where-is-poppy/setting-up-a-goldsrc-mod/"" home=1 /]","[kkratings id=""394753""]",[HL],"[author name=""sourcemodding"" alt=""sourcemodding"" img=""https://s5.postimg.cc/qqsf4fpqb/sourcemodding_author.png""]"
"[tut_desc name=""the303.org GoldSrc Research Page"" link=""http://www.the303.org/tutorials/gold_research.htm"" home=1 /]","[kkratings id=""394754""]",[HL],"[author name=""303"" alt=""TheCorp303"" img=""https://s5.postimg.cc/h73wmuegz/303_mini.png""]"
"[tut_desc name=""HL Movies"" desc=""Impress your fans with a video"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/84/HL_Movies"" home=1 /]","[kkratings id=""394755""]",[HL],"[author name=""Forceflow"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png""]"
"[tut_desc name=""Overviews"" desc=""How to make map overviews"" link=""http://www.snarkpit.net/snarkpower/articles/game/cat/pn/tp/24/Overviews"" home=1 /]","[kkratings id=""394756""]",[HL],"[author name=""Adam Hawkins"" alt=""snarkpit"" img=""https://s5.postimg.cc/4c8gznq6f/snarkpit.png""]"
"[tut_desc name=""Launch Parameters with description"" desc=""Launch Parameters with description"" link=""https://gamebanana.com/tuts/12530"" /]","[kkratings id=""394757""]",[HL],"[author name=""theNurky"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name="" Change In-game FOV"" desc=""I\'m gonna show you how you can change Field of View (FOV) in Half-Life."" link=""https://gamebanana.com/tuts/12397"" /]","[kkratings id=""394758""]",[HL],"[author name=""theNurky"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Playing HL in first-person with player model"" desc=""Playing HL in first-person with player model"" link=""https://gamebanana.com/tuts/12266"" /]","[kkratings id=""394759""]",[HL],"[author name=""CS Pro"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Steam/Tools/Half-Life Dedicated Server"" desc=""Steam/Tools/Half-Life Dedicated Server"" link=""https://gamebanana.com/tuts/11540"" /]","[kkratings id=""394760""]",[HL],"[author name=""Bacardi"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""CS 1.6 VGUI Editing Tutorial"" desc=""So i got some requests telling me how i do these custom GUIs for CS 1.6 and i decided to make a tutorial, enjoy!"" link=""https://gamebanana.com/tuts/12458"" /]","[kkratings id=""394761""]",[CS],"[author name=""CS:GO Ports"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to set diffrent scope each weapon"" desc=""How to set diffrent scope each weapon"" link=""https://gamebanana.com/tuts/12387"" /]","[kkratings id=""394762""]",[CS],"[author name=""Spys Cr3ed"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to add content without replace cstrike folder"" desc=""How to add content without replace cstrike folder"" link=""https://gamebanana.com/tuts/12386"" /]","[kkratings id=""394763""]",[CS],"[author name=""Spys Cr3ed"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Add Custom Bot Profiles"" desc=""Add Custom Bot Profiles"" link=""https://gamebanana.com/tuts/11830"" /]","[kkratings id=""394764""]",[CS],"[author name=""~Mc3"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to make your console transparent"" desc=""How to make your console transparent"" link=""https://gamebanana.com/tuts/12043"" /]","[kkratings id=""394765""]",[CS],"[author name=""TAGAMTAM"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to make Overview for your maps"" desc=""How to make Overview for your maps"" link=""https://gamebanana.com/tuts/11962"" /]","[kkratings id=""394766""]",[CS],"[author name=""Rammsteiner"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to create optimized overview [Detailed]"" desc=""How to create optimized overview [Detailed]"" link=""https://gamebanana.com/tuts/11592"" /]","[kkratings id=""394767""]",[CS],"[author name=""KaranMohadkar"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to Make Simple Render"" desc=""How to Make Simple Render"" link=""https://gamebanana.com/tuts/11548"" /]","[kkratings id=""394768""]",[CS],"[author name=""KnightSeander"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Personal VHE start splash"" desc=""Personal VHE start splash"" link=""https://gamebanana.com/tuts/11410"" /]","[kkratings id=""394769""]",[game_multi],"[author name=""fa7bardh"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to Green Screen"" desc=""How to Green Screen"" link=""https://gamebanana.com/tuts/11335"" /]","[kkratings id=""394770""]",[game_multi],"[author name=""DustStriker"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to customize Counter-Strike MOTD"" desc=""You can set up an image MOTD (the picture that shows before connecting to a server) using one of the following methods:"" link=""https://gamebanana.com/tuts/11273"" download_link=""https://web.archive.org/web/20140522021716/http://pastebin.com:80/ypEv2w5d"" /]","[kkratings id=""394771""]",[CS],"[author name=""Dexter"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Make A Render Just Use HL Model Viewer"" desc=""Make A Render Just Use HL Model Viewer"" link=""https://gamebanana.com/tuts/11098"" /]","[kkratings id=""394772""]",[CS],"[author name="" X-HaN"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Moviemaking Tutorial 1.0"" desc=""I\'ve created this guide for you who want to create a Counter Strike movie."" link=""https://gamebanana.com/tuts/11018"" /]","[kkratings id=""394773""]",[CS],"[author name=""Loggan08"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Basic rendering for GoldSrc using Free Programs"" desc=""Basic Rendering for GoldSrc Using Free Programs"" link=""https://gamebanana.com/tuts/10832"" /]","[kkratings id=""394774""]",[CS],"[author name=""Tobbit"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Installing Maps"" desc=""Installing Maps"" link=""https://gamebanana.com/tuts/10513"" /]","[kkratings id=""394775""]",[CS],"[author name=""natko"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Counter-Strike 1.6 Movie Tutorial"" desc=""Counter-Strike 1.6 Movie Tutorial"" link=""https://gamebanana.com/tuts/10469"" /]","[kkratings id=""394776""]",[CS],"[author name="" Arman Ossi Loko"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""How to make a GUI"" desc=""How to make a GUI"" link=""https://gamebanana.com/tuts/6880"" /]","[kkratings id=""394777""]",[CS],"[author name=""SevenZero"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Change Languange Script"" desc=""Change Languange Script"" link=""https://gamebanana.com/tuts/10353"" /]","[kkratings id=""394778""]",[CSCZ],"[author name=""jamaika"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Hud Installation (EASY!)"" desc=""Hud Installation (EASY!)"" link=""https://gamebanana.com/tuts/4458"" /]","[kkratings id=""394779""]",[CSCZ],"[author name=""Zoe101"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Scripting Basics"" desc=""Scripting Basics"" link=""https://gamebanana.com/tuts/3291"" /]","[kkratings id=""394780""]",[CSCZ],"[author name=""Shellhead"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
"[tut_desc name=""Creating a Overview Description File"" desc=""Creating a Overview Description File"" link=""https://gamebanana.com/tuts/2910"" /]","[kkratings id=""394781""]",[CSCZ],"[author name=""manoj"" alt=""gamebanana"" img=""https://s5.postimg.cc/daa8em6fr/gamebanana_author.png"" /]"
